data/raw/GCF_000005845.2_ASM584v2_genomic.fna	data/raw/GCF_000005845.2_ASM584v2_genomic.fna	0	0	1000/1000
data/raw/ar0346/CP066366.fna	data/raw/GCF_000005845.2_ASM584v2_genomic.fna	0.00564181	0	799/1000
data/raw/phylogeny/EC958.fna	data/raw/GCF_000005845.2_ASM584v2_genomic.fna	0.0296126	0	367/1000
data/raw/phylogeny/CFT073.fna	data/raw/GCF_000005845.2_ASM584v2_genomic.fna	0.0312752	0	350/1000
data/raw/phylogeny/W3110.fna	data/raw/GCF_000005845.2_ASM584v2_genomic.fna	9.55247e-05	0	996/1000
data/raw/phylogeny/EDL933.fna	data/raw/GCF_000005845.2_ASM584v2_genomic.fna	0.0223484	0	455/1000
data/raw/GCF_000005845.2_ASM584v2_genomic.fna	data/raw/ar0346/CP066366.fna	0.00564181	0	799/1000
data/raw/ar0346/CP066366.fna	data/raw/ar0346/CP066366.fna	0	0	1000/1000
data/raw/phylogeny/EC958.fna	data/raw/ar0346/CP066366.fna	0.0316813	0	346/1000
data/raw/phylogeny/CFT073.fna	data/raw/ar0346/CP066366.fna	0.0327227	0	336/1000
data/raw/phylogeny/W3110.fna	data/raw/ar0346/CP066366.fna	0.0055427	0	802/1000
data/raw/phylogeny/EDL933.fna	data/raw/ar0346/CP066366.fna	0.0242142	0	430/1000
data/raw/GCF_000005845.2_ASM584v2_genomic.fna	data/raw/phylogeny/EC958.fna	0.0296126	0	367/1000
data/raw/ar0346/CP066366.fna	data/raw/phylogeny/EC958.fna	0.0316813	0	346/1000
data/raw/phylogeny/EC958.fna	data/raw/phylogeny/EC958.fna	0	0	1000/1000
data/raw/phylogeny/CFT073.fna	data/raw/phylogeny/EC958.fna	0.0149234	0	576/1000
data/raw/phylogeny/W3110.fna	data/raw/phylogeny/EC958.fna	0.0295179	0	368/1000
data/raw/phylogeny/EDL933.fna	data/raw/phylogeny/EC958.fna	0.0331502	0	332/1000
data/raw/GCF_000005845.2_ASM584v2_genomic.fna	data/raw/phylogeny/CFT073.fna	0.0312752	0	350/1000
data/raw/ar0346/CP066366.fna	data/raw/phylogeny/CFT073.fna	0.0327227	0	336/1000
data/raw/phylogeny/EC958.fna	data/raw/phylogeny/CFT073.fna	0.0149234	0	576/1000
data/raw/phylogeny/CFT073.fna	data/raw/phylogeny/CFT073.fna	0	0	1000/1000
data/raw/phylogeny/W3110.fna	data/raw/phylogeny/CFT073.fna	0.0311746	0	351/1000
data/raw/phylogeny/EDL933.fna	data/raw/phylogeny/CFT073.fna	0.0342477	0	322/1000
data/raw/GCF_000005845.2_ASM584v2_genomic.fna	data/raw/phylogeny/W3110.fna	9.55247e-05	0	996/1000
data/raw/ar0346/CP066366.fna	data/raw/phylogeny/W3110.fna	0.0055427	0	802/1000
data/raw/phylogeny/EC958.fna	data/raw/phylogeny/W3110.fna	0.0295179	0	368/1000
data/raw/phylogeny/CFT073.fna	data/raw/phylogeny/W3110.fna	0.0311746	0	351/1000
data/raw/phylogeny/W3110.fna	data/raw/phylogeny/W3110.fna	0	0	1000/1000
data/raw/phylogeny/EDL933.fna	data/raw/phylogeny/W3110.fna	0.0223484	0	455/1000
data/raw/GCF_000005845.2_ASM584v2_genomic.fna	data/raw/phylogeny/EDL933.fna	0.0223484	0	455/1000
data/raw/ar0346/CP066366.fna	data/raw/phylogeny/EDL933.fna	0.0242142	0	430/1000
data/raw/phylogeny/EC958.fna	data/raw/phylogeny/EDL933.fna	0.0331502	0	332/1000
data/raw/phylogeny/CFT073.fna	data/raw/phylogeny/EDL933.fna	0.0342477	0	322/1000
data/raw/phylogeny/W3110.fna	data/raw/phylogeny/EDL933.fna	0.0223484	0	455/1000
data/raw/phylogeny/EDL933.fna	data/raw/phylogeny/EDL933.fna	0	0	1000/1000
